id,type,text,question_images,answer_images,options,answers
q15,mcq,You have an Azure virtual machine named Server1 that runs a network management application. Server1 has the following network configurations: * Network interface: Nic1 * IP address: 10.1.1.1/24 * Connected to: Vnet1/Subnet1 You need to connect Server1 to an additional subnet named Vnet1/Subnet2. What should you do?,,,,C
q17,simulation,"SIMULATION - You need to enable nested virtualization for a virtual machine named VM1 on SRV1. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image159.png,,,
q18,simulation,"SIMULATION - SRV1 contains a virtual machine named VM1. You need attach c:\vhds\Disk1.vhdx to VM1. The solution must ensure that Disk1 can be expanded dynamically when VM1 runs. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image160.png,,,
q19,mcq,You have an Azure subscription that contains the virtual networks shown in the following table. You deploy a virtual machine named VM1 that runs Windows Server. VM1 is connected to Subnet11. You plan to add an additional network interface named NIC1 to VM1. To which subnets can NIC1 be attached?,https://img.examtopics.com/az-800/image172.png,,,C
q20,drag_drop,"DRAG DROP - You have an Azure subscription. The subscription contains a virtual machine named VM1 that runs Windows Server. VM1 contains a 128-GB operating system disk. You need to increase the size of volume C on VM1 to 250 GB. Which four actions should you perform in sequence. To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order.",https://img.examtopics.com/az-800/image173.png|https://img.examtopics.com/az-800/image174.png,,,
q21,mcq,You have an Azure subscription that contains a virtual machine named VM1 as shown in the following exhibit. The subscription has the disks shown in the following table. Which disks can you attach as data disks to VM1?,https://img.examtopics.com/az-800/image196.png|https://img.examtopics.com/az-800/image197.png,,,A
q22,hotspot,"HOTSPOT - Your on-premises network contains a server named Server1 and uses an IP address space of 192.168.10.0/24. You have an Azure virtual network that contains a subnet named Subnet1. Subnet1 uses an IP address space of 192.168.10.0/24. You need to migrate Server1 to Subnet1. You must use Azure Extended Network to maintain the existing IP address of Server1. What is the minimum number of virtual machines that you should deploy? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image198.png|https://img.examtopics.com/az-800/image199.png,,,
q23,hotspot,HOTSPOT - You have a server named Server1 that has the Hyper-V server role installed. Server1 hosts the virtual machines shown in the following exhibit. Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic. NOTE: Each correct selection is worth one point.,https://img.examtopics.com/az-800/image200.png|https://img.examtopics.com/az-800/image201.png|https://img.examtopics.com/az-800/image202.png,,,
q24,mcq,You have an Azure subscription. The subscription contains a virtual machine named VM1 that runs Windows Server. You build an app named App1. You need to configure continuous integration and continuous deployment (CI/CD) of App1 to VM1. What should you create first?,,,,B
q25,hotspot,"HOTSPOT - You have a Windows Server container host named Server1. You start the containers on Server1 as shown in the following table. You need to validate the status of ProcessA and ProcessC. Where can you verify that ProcessA and ProcessC are in a running state? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image203.png|https://img.examtopics.com/az-800/image204.png|https://img.examtopics.com/az-800/image205.png,,,
q26,hotspot,"HOTSPOT - You have an Azure subscription that contains the virtual machines shown in the following table. You plan to implement Azure Automanage for Windows Server. You need to identify the operating system prerequisites. Which virtual machines support Hotpatch, and which virtual machines support SMB over QUIC? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image225.png|https://img.examtopics.com/az-800/image226.png|https://img.examtopics.com/az-800/image227.png,,,
q27,hotspot,"HOTSPOT - You have an Azure subscription that contains a virtual network named VNet1. Vnet1 contains three subnets named Subnet1, Subnet2, and Subnet3. You deploy a virtual machine that has the following settings: • Name:VM1 • Subnet: Subnet2 • Network interface name: NIC1 • Operating system: Windows Server 2022 You need to ensure that VM1 can route traffic between Subnet1 and Subnet3. The solution must minimize administrative effort. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image228.png|https://img.examtopics.com/az-800/image229.png,,,
q28,hotspot,"HOTSPOT - Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to meet technical requirements for HyperV1. Which command should you run? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png|https://img.examtopics.com/az-800/image246.png|https://img.examtopics.com/az-800/image247.png,,,
q29,hotspot,"HOTSPOT - You have an Azure subscription and a computer named Computer1 that runs Windows 11. From the Azure portal, you deploy a virtual machine named VM1 that runs Windows Server. You configure VM1 to use the default settings. You need to ensure that you can connect to VM1 by using PowerShell remoting. Which cmdlet should you run, and what should you use to run the cmdlet? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image248.png|https://img.examtopics.com/az-800/image249.png,,,
q30,hotspot,"HOTSPOT - You have a server named Server1 that runs Windows Server and has the Hyper-V server role installed. Server1 contains a virtual machine named VM1 that runs Windows Server. You need to install the Hyper-V server role on VM1. Which PowerShell command should you run first? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image250.png|https://img.examtopics.com/az-800/image251.png,,,
q31,hotspot,"HOTSPOT - You have a Windows Server 2022 container host named Host1 and a container registry that contains the container images shown in the following table. You need to run the containers on Host1. Which isolation mode can you use for each image? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image265.png|https://img.examtopics.com/az-800/image266.png|https://img.examtopics.com/az-800/image267.png,,,
q37,simulation,"SIMULATION - You need to configure Hyper-V to ensure that running virtual machines can be moved between SRV1 and SRV2 without downtime. You do NOT need to move any virtual machines at this time. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image313.png,,,
q38,hotspot,"HOTSPOT - You have a server named Host1 that runs Windows Server 2022 and is configured as a container host. Host1 stores a container image named image1 that is based on Windows Server 2019. You need to start a container from image1 on Host1. How should you complete the command? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image337.png|https://img.examtopics.com/az-800/image338.png,,,
q39,mcq,You have a Windows Server container host named Server1. You create a Dockerfile named df1. You need to generate a container image by using df1. Which command should you run?,,,,A
q40,hotspot,"HOTSPOT - You have a Windows Server 2022 container host named Host1 that has the Subsystem for Linux installed and the container images shown in the following table. You need to deploy the images to Host1. The solution must maximize the isolation of the containers. Which images can you run by using process isolation, and which images can you run by using Hyper-V isolation? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image355.png|https://img.examtopics.com/az-800/image356.png|https://img.examtopics.com/az-800/image357.png,,,
q41,mcq,You have a server named Server1 that runs Windows Server 2019 and hosts a container named Container1. Container1 uses a Windows Server 2019 base image that was built by using a Docker file. You upgrade Server1 to Windows Server 2022. You need to ensure that Container1 will run on Server1. The solution must minimize administrative effort. What should you do?,,,,A
q44,mcq,Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains the servers shown in the following table. You need to create a Distributed File System (DFS) namespace that will contain the following: • A domain-based namespace named \\contoso.com\Public • A folder named Finance Which servers can you configure as folder targets for the Finance folder?,https://img.examtopics.com/az-800/image306.png,,,E
q45,simulation,"SIMULATION - You need to ensure that the Azure file share named share1 can sync to on-premises servers. The required source files are located in a folder named \\dc1.contoso.com\install. You do NOT need to specify the on-premises servers at this time. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image326.png,,,
q46,simulation,"SIMULATION - You need to register SRV1 to sync Azure file shares. The registration must use the 12345678 Storage Sync Service. The required source files are located in a folder named \\dc1.contoso.com\install. You do NOT need to configure file share synchronization at this time, and you do NOT need to update the agent.",https://img.examtopics.com/az-800/image327.png,,,
q48,hotspot,"HOTSPOT - You have a server named Server1 that runs Windows Server 2022. You add two 4-TB hard drives named Disk1 and Disk2 to Server1. You need to format the drives. The solution must meet the following requirements: • Disk1 must support disk level quotas. • Disk2 must support Data Deduplication. Which type of file system should you use for each drive? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image339.png|https://img.examtopics.com/az-800/image340.png,,,
q1,hotspot,"HOTSPOT - Your network contains two VLANs for client computers and one VLAN for a datacenter. Each VLAN is assigned an IPv4 subnet. Currently, all the client computers use static IP addresses. You plan to deploy a DHCP server to the VLAN in the datacenter. You need to use the DHCP server to provide IP configurations to all the client computers. What is the minimum number of scopes and DHCP relays you should create? To answer, select the appropriate option the answer area. NOTE: Each correct selection is worth one point. Hot Area: Box 1: 3 - You need a DHCP scope for each of the three subnets. Box 2: 2 - The two client VLANs need a DHCP Relay Agent to forward DHCP requests to the DHCP server. The datacenter VLAN that contains the DHCP server does not require a DHCP Relay Agent.",https://www.examtopics.com/assets/media/exam-media/04225/0010700001.png|https://www.examtopics.com/assets/media/exam-media/04225/0010800001.png,,,
q2,mcq,You have a server that runs Windows Server and has the DHCP Server role installed. The server has a scope named Scope1 that has the following configurations: ✑ Address range: 192.168.0.2 to 192. 168.1.254 ✑ Mask: 255.255.254.0 ✑ Router: 192.168.0.1 ✑ Lease duration: 3 days DNS server: 172.16.0.254 - You have 50 Microsoft Teams Phone devices from the same vendor. All the devices have MAC addresses within the same range. You need to ensure that all the Teams Phone devices that receive a lease from Scope1 have IP addresses in the range of 192.168.1.100 to 192.168.1.200. The solution must NOT affect other DHCP clients that receive IP configurations from Scope1. What should you create?,https://www.examtopics.com/assets/media/exam-media/04225/0010800006.png,,,D
q3,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You are planning the deployment of DNS to a new network. You have three internal DNS servers as shown in the following table. The contoso.local zone contains zone delegations for east.contoso.local and west.contoso.local. All the DNS servers use root hints. You need to ensure that all the DNS servers can resolve the names of all the internal namespaces and internet hosts. Solution: You configure Server2 and Server3 to forward DNS requests to 10.0.1.10. Does this meet the goal?",https://www.examtopics.com/assets/media/exam-media/04225/0010900001.png,,,A
q4,mcq,You have an on-premises network that is connected to an Azure virtual network by using a Site-to-Site VPN. Each network contains a subnet that has the same IP address space. The on-premises subnet contains a virtual machine. You plan to migrate the virtual machine to the Azure subnet. You need to migrate the on premises virtual machine to Azure without modifying the IP address. The solution must minim administrative effort. What should you implement before you perform the migration?,,,,A
q5,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You are planning the deployment of DNS to a new network. You have three internal DNS servers as shown in the following table. The contoso.local zone contains zone delegations for east.conloso.local and west.contoso.local. All the DNS servers use root hints. You need to ensure that all the DNS servers can resolve the names of all the internal namespaces and internet hosts. Solution: On Server2 and Server3, you configure a conditional forwarder for contoso.local. Does this meet the goal?",https://www.examtopics.com/assets/media/exam-media/04225/0011100001.png,,,B
q6,mcq,You have servers that have the DNS Server role installed. The servers are configured as shown in the following table. All the client computers in the New York office use Server2 as the DNS server. You need to configure name resolution in the New York office to meet the following requirements: ✑ Ensure that the client computers in New York can resolve names from contoso.com. ✑ Ensure that Server2 forwards all DNS queries for internet hosts to 131. 107.100.200. The solution must NOT require modifications to Server1. Which two components should you configure on Server2? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,https://www.examtopics.com/assets/media/exam-media/04225/0011200001.png,,,A|B
q7,mcq,You have an Azure virtual machine named VM1 that runs Windows Server. You need to configure the management of VM1 to meet the following requirements: ✑ Require administrators to request access to VM1 before establishing a Remote Desktop connection. ✑ Limit access to VM1 from specific source IP addresses. ✑ Limit access to VM1 to a specific management port. What should you configure?,,,,C
q8,mcq,Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains a DNS server named Server1. Server1 hosts a DNS zone named fabrikam.com that was signed by DNSSEC. You need to ensure that all the member servers in the domain perform DNSSEC validation for the fabrikam.com namespace. What should you do?,,,,C
q9,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You are planning the deployment of DNS to a new network. You have three internal DNS servers as shown in the following table. The contoso.local zone contains zone delegations for east.contoso.local and west.contoso.local. All the DNS servers use root hints. You need to ensure that all the DNS servers can resolve the names of all the internal namespaces and internet hosts. Solution: On Server2, you create a conditional forwarder for contoso.local and west.contoso.local. On Server3, you create a conditional forwarder for contoso.local and east.contoso.local. Does this meet the goal?",https://www.examtopics.com/assets/media/exam-media/04225/0011400001.png,,,A
q10,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains 10 servers that run Windows Server. The servers have static IP addresses. You plan to use DHCP to assign IP addresses to the servers. You need to ensure that each server always receives the same IP address. Which type of identifier should you use to create a DHCP reservation for each server?,,,,B
q11,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains the VPN servers shown in the following table. You have a server named NPS1 that has Network Policy Server (NPS) installed. NPS1 has the following RADIUS clients: VPN1, VPN2, and VPN3 use NPS1 for RADIUS authentication. All the users in contoso.com are allowed to establish VPN connections. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area: It is important to remember that the client computers that are connecting to the VPNs are not RADIUS clients. The VPN servers are the RADIUS clients. You configure the RADIUS clients on the RADIUS server (NPS1) server to allow the VPN servers to use NPS1 to authenticate the connections. Box 1: No - NPSClient1 is not enabled. Box 2: Yes - NPSClient2 is configured correctly. It is enabled and has the correct IP address of VPN2. Box 3: No - NPSClient3 has an incorrect IP address configured for VPN3.",https://www.examtopics.com/assets/media/exam-media/04225/0011500001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0011600001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0011700001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0011800001.jpg,,,
q12,mcq,You have an on-premises Active Directory Domain Services (AD DS) domain that syncs with an Azure Active Directory (Azure AD) tenant. The on-premises network is connected to Azure by using a Site-to-Site VPN. You have the DNS zones shown in the following table. You need to ensure that names from fabrikam.com can be resolved from the on-premises network. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,https://www.examtopics.com/assets/media/exam-media/04225/0011900001.png,,,B|E
q13,mcq,You have an on-premises server named Server1 that runs Windows Server. You have an Azure virtual network that contains an Azure virtual network gateway. You need to connect only Server1 to the Azure virtual network. What should you use?,,,,B
q14,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You are planning the deployment of DNS to a new network. You have three internal DNS servers as shown in the following table. The contoso.local zone contains zone delegations for east.contoso.local and west.contoso.local. All the DNS servers use root hints. You need to ensure that all the DNS servers can resolve the names of all the internal namespaces and internet hosts. Solution: On Server2, you create a conditional forwarder for west.contoso.local. On Server3, you create a conditional forwarder for east.contoso.local. Does this meet the goal?",https://www.examtopics.com/assets/media/exam-media/04225/0012000001.png,,,B
q15,mcq,Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains three domains. Each domain contains 10 domain controllers. You plan to store a DNS zone in a custom Active Directory partition. You need to create the Active Directory partition for the zone. The partition must replicate to only four of the domain controllers. What should you use?,,,,D
q16,hotspot,"HOTSPOT - Your network contains the segments shown in the following table. You have servers that run Windows Server and are configured as shown in the following table. You deploy a server named Server4 that runs Windows Server and has a static IP address of 172.16.1.1. You connect Server4 to Segment1. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point,",https://img.examtopics.com/az-800/image302.png|https://img.examtopics.com/az-800/image303.png|https://img.examtopics.com/az-800/image304.png|https://img.examtopics.com/az-800/image305.png,,,
q17,simulation,"SIMULATION - You plan to delegate the management of a DNS zone named fabrikam.com located on DC1 to the BranchAdmins group. You need to ensure that you can grant permissions to the fabikam.com zone. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image162.png,,,
q18,simulation,"SIMULATION - You need to ensure that SRV1 only leases IP addresses from the range of 192.168.1.190 to 192.168.1.200 to computers that have a MAC address that starts with aabb. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image163.png,,,
q19,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains 10 servers that run Windows Server. The servers have static IPv4 addresses. You plan to use DHCP to assign IPv4 addresses to the servers. You need to ensure that each server always receives the same IPv4 address. Which type of identifier should you use to create a DHCP reservation for each server?,,,,D
q20,simulation,"SIMULATION - You need to ensure that all the computers in the domain use DNSSEC to resolve names in the adatum.com zone. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image282.png,,,
q21,mcq,You have an on-premises server named Server1 that runs Windows Server. You have an Azure subscription that contains a virtual network named VNet1. You need to connect Server1 to VNet1 by using Azure Network Adapter. What should you use?,,,,D
q22,drag_drop,"DRAG DROP - Your network contains an Active Directory domain, a web app named App1, and a perimeter network. The perimeter network contains a server named Server1 that runs Windows Server. You plan to provide external access to App1. You need to implement the Web Application Proxy role service on Server1. Which role should you add to Server1, and which role should you add to the network? To answer, drag the appropriate roles to the correct targets. Each role may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image176.png|https://img.examtopics.com/az-800/image177.png,,,
q23,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains a user named User1 and the servers shown in the following table. You need to ensure that User1 can manage only Scope1 and Scope3. What should you do?,https://img.examtopics.com/az-800/image206.png,,,B
q24,mcq,Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains three domains. Each domain contains 10 domain controllers. You plan to store a DNS zone in a custom Active Directory partition. You need to create the Active Directory partition for the zone. The partition must replicate to only four of the domain controllers. What should you use?,,,,A
q25,mcq,You have servers that run Windows Server 2022 as shown in the following table. Server2 contains a .NET app named App1. You need to establish a WebSocket connection from App1 to the SQL Server instance on Server1. The solution must meet the following requirements: • Minimize the number of network ports that must be open on the on-premises network firewall. • Minimize administrative effort. What should you create first?,https://img.examtopics.com/az-800/image230.png,,,A
q26,mcq,You have an on-premises server named Server1 that runs Windows Server. Server1 contains an app named App1 and a firewall named Firewall1. You have an Azure subscription. Internal users connect to App1 by using WebSockets. You need to make App1 available to users on the internet. The solution must minimize the number of inbound ports open on Firewall1. What should you include in the solution?,,,,C
q27,case_study,"Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to implement the planned changes for the Azure DNS Private Resolver. Which private DNS zones can you use for name resolution?",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png,,,A
q28,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains the offices shown in the following table. You need to deploy a Network Policy Server (NPS) named NPS1 to enforce network access policies for all remote connections. What is the minimum number of RADIUS clients that you should add to NPS1?,https://img.examtopics.com/az-800/image252.png,,,C
q29,mcq,Your network contains a DHCP server. You plan to add a new subnet and deploy Windows Server to the subnet. You need to use the server as a DHCP relay agent. Which role should you install on the server?,,,,B
q30,mcq,You have an Azure virtual machine named VM1 that runs Windows Server. You need to ensure that administrators request access to VM1 before establishing a Remote Desktop connection. What should you configure?,,,,C
q31,hotspot,HOTSPOT - You have a server named Server1 that runs Windows Server. Server1 has a single network interface and the Hyper-V virtual switches shown in the following exhibit. Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic. NOTE: Each correct selection is worth one point.,https://img.examtopics.com/az-800/image268.png|https://img.examtopics.com/az-800/image269.png|https://img.examtopics.com/az-800/image270.png,,,
q32,simulation,"SIMULATION - You need to ensure that you can manage SRV1 remotely by using PowerShell. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image280.png,,,
q34,mcq,"Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains the servers shown in the following table. On Server1, you create a DNS zone named Zone1.com as shown in the following exhibit. To which DNS servers is Zone1.com replicated?",https://img.examtopics.com/az-800/image300.png|https://img.examtopics.com/az-800/image301.png,,,A
q36,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains the sites and site links shown in the following exhibit. The sites contain the bridgehead domain controllers shown in the following table. The IP intersite transport container is configured as shown in the following exhibit. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image314.png|https://img.examtopics.com/az-800/image315.png|https://img.examtopics.com/az-800/image316.png|https://img.examtopics.com/az-800/image317.png|https://img.examtopics.com/az-800/image318.png,,,
q37,drag_drop,"DRAG DROP - You have a server named Server1 that runs Windows Server and has the Active Directory Federation Services role installed. You plan to deploy Web Application Proxy to a server named Server2. You export the Active Directory Federation Services (AD FS) certificate from Server1. Which actions should you perform on Server2 in sequence? To answer, drag the appropriate actions to the correct order. Each action may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image319.png|https://img.examtopics.com/az-800/image320.png,,,
q38,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains the servers shown in the following table. You need to deploy inbound firewall rules to the servers. The solution must minimize administrative effort. What should you use?,https://img.examtopics.com/az-800/image321.png,,,C
q40,simulation,"SIMULATION - You need to configure SRV1 as a DNS server. SRV1 must be able resolve names from the contoso.com domain by using DC1. All other names must be resolved by using the root hint servers. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image323.png,,,
q43,mcq,You have a server that runs Windows Server. You need to prevent the creation of SMB Direct connections. Which cmdlet should you run?,,,,A
q50,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result these questions will not appear in the review screen. You have a server named Server1 that runs Windows Server 2022 and has the DHCP Server role. Server1 contains a single DHCP scope named Scope1. You deploy five printers to the network. You need to ensure that the printers are always assigned the same IP address. Solution: You create a DHCP reservation for each printer. Does this meet the requirement?",,,,A
